repo,file_path,lines_of_code,unique_authors_12m,dominant_author,dominant_author_share,bus_factor_single_dev,churn_12m,risk_score
guava,android/guava-tests/benchmark/com/google/common/base/JoinerBenchmark.java,180,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/benchmark/com/google/common/io/BaseEncodingBenchmark.java,110,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/hash/MessageDigestCreationBenchmark.java,60,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/hash/MessageDigestAlgorithmBenchmark.java,124,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/benchmark/com/google/common/hash/HashStringBenchmark.java,171,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/benchmark/com/google/common/hash/HashFunctionBenchmark.java,85,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/eventbus/EventBusBenchmark.java,50,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/SortedCopyBenchmark.java,139,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/SetIterationBenchmark.java,68,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/SetCreationBenchmark.java,62,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/SetContainsBenchmark.java,81,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/PowerSetBenchmark.java,57,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/MultisetIteratorBenchmark.java,101,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/MultipleSetContainsBenchmark.java,82,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/collect/MinMaxPriorityQueueBenchmark.java,160,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/benchmark/com/google/common/collect/MapsMemoryBenchmark.java,114,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/benchmark/com/google/common/collect/MapBenchmark.java,284,1,cpovirk,1.0,True,12,5
guava,android/guava-tests/benchmark/com/google/common/primitives/UnsignedLongsBenchmark.java,141,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/benchmark/com/google/common/primitives/UnsignedBytesBenchmark.java,107,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/StatsBenchmark.java,171,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/benchmark/com/google/common/math/QuantilesBenchmark.java,113,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/benchmark/com/google/common/math/LongMathRoundingBenchmark.java,93,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/LongMathBenchmark.java,119,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/LessThanBenchmark.java,168,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/IntMathRoundingBenchmark.java,93,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/IntMathBenchmark.java,117,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/benchmark/com/google/common/math/DoubleMathRoundingBenchmark.java,92,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/DoubleMathBenchmark.java,92,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/BigIntegerMathRoundingBenchmark.java,103,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/BigIntegerMathBenchmark.java,113,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/math/ApacheBenchmark.java,252,1,cpovirk,1.0,True,18,5
guava,android/guava-tests/benchmark/com/google/common/io/CharStreamsCopyBenchmark.java,114,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/benchmark/com/google/common/io/ByteSourceAsCharSourceReadBenchmark.java,139,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/base/JoinerTest.java,338,1,cpovirk,1.0,True,188,5
guava,android/guava-tests/test/com/google/common/base/EquivalenceTest.java,186,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/base/EnumsTest.java,218,1,cpovirk,1.0,True,23,5
guava,android/guava-tests/test/com/google/common/base/ConverterTest.java,241,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/base/CharsetsTest.java,85,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/base/BenchmarkHelpers.java,93,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/base/AsciiTest.java,141,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/base/AbstractIteratorTest.java,184,1,cpovirk,1.0,True,26,5
guava,android/guava-tests/benchmark/com/google/common/util/concurrent/StripedBenchmark.java,147,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/util/concurrent/SingleThreadAbstractFutureBenchmark.java,135,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/benchmark/com/google/common/util/concurrent/MoreExecutorsDirectExecutorBenchmark.java,130,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/benchmark/com/google/common/util/concurrent/FuturesGetCheckedBenchmark.java,185,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/benchmark/com/google/common/util/concurrent/CycleDetectingLockFactoryBenchmark.java,91,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/benchmark/com/google/common/util/concurrent/AbstractFutureFootprintBenchmark.java,106,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/base/VerifyTest.java,100,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/base/Utf8Test.java,353,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/base/StopwatchTest.java,208,1,cpovirk,1.0,True,18,5
guava,android/guava-tests/test/com/google/common/base/StandardSystemPropertyTest.java,71,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/base/ReflectionFreeAssertThrows.java,158,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/base/OptionalTest.java,293,1,cpovirk,1.0,True,13,5
guava,android/guava-tests/test/com/google/common/base/ObjectsTest.java,78,1,cpovirk,1.0,True,14,5
guava,android/guava-tests/test/com/google/common/base/MoreObjectsTest.java,63,1,cpovirk,1.0,True,4,5
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/LauncherExecutionRequest.java,70,1,Marc Philipp,1.0,True,70,5
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/LauncherDiscoveryListener.java,91,1,JUnit Team,1.0,True,2,5
junit5,junit-platform-engine/src/testFixtures/java/org/junit/platform/fakes/FaultyTestEngines.java,66,1,Marc Philipp,1.0,True,31,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ParallelHierarchicalTestExecutorServiceFactory.java,123,1,Marc Philipp,1.0,True,123,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/NodeExecutionAdvisor.java,55,1,JUnit Team,1.0,True,2,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/DelegatingFuture.java,56,1,Marc Philipp,1.0,True,56,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/DefaultParallelExecutionConfiguration.java,67,1,JUnit Team,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/AbstractMapEntryTest.java,99,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/AbstractIteratorTest.java,253,1,cpovirk,1.0,True,24,5
guava,android/guava-tests/test/com/google/common/collect/AbstractImmutableTableTest.java,73,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/AbstractImmutableSortedMapMapInterfaceTest.java,59,1,cpovirk,1.0,True,18,5
guava,android/guava-tests/test/com/google/common/collect/AbstractImmutableMapMapInterfaceTest.java,58,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/AbstractImmutableBiMapMapInterfaceTest.java,59,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/collect/AbstractFilteredMapTest.java,188,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/AbstractBiMapTest.java,68,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/cache/TestingWeighers.java,70,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/cache/TestingRemovalListeners.java,97,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/cache/TestingCacheLoaders.java,171,1,cpovirk,1.0,True,22,5
guava,android/guava-tests/test/com/google/common/cache/ReflectionFreeAssertThrows.java,156,1,cpovirk,1.0,True,7,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/BlockingAwareFuture.java,59,1,Marc Philipp,1.0,True,59,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/discovery/DiscoveryIssueReporter.java,189,1,Marc Philipp,1.0,True,283,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/descriptor/EngineDescriptor.java,53,1,JUnit Team,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/ComparisonChainTest.java,123,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/ComparatorsTest.java,182,1,cpovirk,1.0,True,9,5
guava,android/guava-tests/test/com/google/common/collect/CompactLinkedHashSetTest.java,97,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/CompactLinkedHashMapTest.java,186,1,cpovirk,1.0,True,16,5
guava,android/guava-tests/test/com/google/common/collect/CompactHashSetTest.java,115,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/CompactHashMapTest.java,124,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/CollectionBenchmarkSampleData.java,166,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/CollectSpliteratorsTest.java,110,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/Base.java,58,1,cpovirk,1.0,True,14,5
guava,android/guava-tests/test/com/google/common/collect/ArrayListMultimapTest.java,175,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/AbstractTableTest.java,169,1,cpovirk,1.0,True,30,5
guava,android/guava-tests/test/com/google/common/collect/AbstractSequentialIteratorTest.java,159,1,cpovirk,1.0,True,13,5
guava,android/guava-tests/test/com/google/common/collect/AbstractRangeSetTest.java,79,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/AbstractMapsTransformValuesTest.java,274,1,cpovirk,1.0,True,22,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/PackageNameFilter.java,103,1,JUnit Team,1.0,True,2,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/ClassNameFilter.java,77,1,JUnit Team,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingListIteratorTest.java,54,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingDequeTest.java,54,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingConcurrentMapTest.java,81,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/collect/ForMapMultimapAsMapImplementsMapTest.java,108,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/collect/FilteredSortedMapTest.java,61,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/FilteredMultimapTest.java,87,1,cpovirk,1.0,True,27,5
guava,android/guava-tests/test/com/google/common/collect/FilteredCollectionsTestUtil.java,376,1,cpovirk,1.0,True,9,5
guava,android/guava-tests/test/com/google/common/collect/EvictingQueueTest.java,209,1,cpovirk,1.0,True,12,5
guava,android/guava-tests/test/com/google/common/collect/EnumMultisetTest.java,183,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/EnumHashBiMapTest.java,241,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/collect/EnumBiMapTest.java,321,1,cpovirk,1.0,True,13,5
guava,android/guava-tests/test/com/google/common/collect/EmptyImmutableTableTest.java,126,1,cpovirk,1.0,True,9,5
guava,android/guava-tests/test/com/google/common/collect/DiscreteDomainTest.java,115,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/CountTest.java,56,1,cpovirk,1.0,True,3,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/DiscoveryIssue.java,169,1,Marc Philipp,1.0,True,191,5
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/CancellationToken.java,69,1,Marc Philipp,1.0,True,69,5
junit5,junit-platform-engine/src/main/java/module-info.java,54,1,Marc Philipp,1.0,True,13,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/VerboseTreePrintingListener.java,234,1,Marc Philipp,1.0,True,15,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/TreePrintingListener.java,101,1,Marc Philipp,1.0,True,12,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingSortedSetTest.java,183,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingSortedSetMultimapTest.java,63,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingSortedMultisetTest.java,239,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingSortedMapImplementsMapTest.java,149,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingSetTest.java,183,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingSetMultimapTest.java,63,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingQueueTest.java,168,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingObjectTest.java,57,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingNavigableSetTest.java,250,1,cpovirk,1.0,True,12,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingNavigableMapTest.java,340,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingMultimapTest.java,63,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingMapTest.java,394,1,cpovirk,1.0,True,27,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingListTest.java,224,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingListMultimapTest.java,63,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableSetTest.java,385,1,cpovirk,1.0,True,14,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableSetMultimapAsMapImplementsMapTest.java,50,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableRangeMapTest.java,268,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableMultimapTest.java,180,1,cpovirk,1.0,True,9,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableMultimapAsMapImplementsMapTest.java,50,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableMapWithBadHashesMapInterfaceTest.java,52,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableListCopyOfConcurrentlyModifiedInputTest.java,198,1,cpovirk,1.0,True,11,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableEnumMapTest.java,107,1,cpovirk,1.0,True,11,5
guava,android/guava-tests/test/com/google/common/collect/ImmutableClassToInstanceMapTest.java,230,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/collect/HashingTest.java,134,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/HashMultisetTest.java,137,1,cpovirk,1.0,True,20,5
guava,android/guava-tests/test/com/google/common/collect/HashMultimapTest.java,120,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/HashBiMapTest.java,262,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/collect/HashBasedTableTest.java,103,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/ForwardingTableTest.java,63,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/NewCustomTableTest.java,63,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/collect/MutableClassToInstanceMapTest.java,136,1,cpovirk,1.0,True,29,5
guava,android/guava-tests/test/com/google/common/collect/MultisetsTest.java,288,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/MultisetsImmutableEntryTest.java,85,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/MultimapsTransformValuesAsMapTest.java,51,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/MultimapsFilterEntriesAsMapTest.java,67,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/MultimapBuilderTest.java,136,1,cpovirk,1.0,True,19,5
guava,android/guava-tests/test/com/google/common/collect/MoreCollectorsTest.java,95,1,cpovirk,1.0,True,95,5
guava,android/guava-tests/test/com/google/common/collect/MapsTransformValuesUnmodifiableIteratorTest.java,383,1,cpovirk,1.0,True,26,5
guava,android/guava-tests/test/com/google/common/collect/MapMakerTest.java,88,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/collect/LockHeldAssertingSet.java,158,1,cpovirk,1.0,True,164,5
guava,android/guava-tests/test/com/google/common/collect/ListsImplTest.java,315,1,cpovirk,1.0,True,20,5
guava,android/guava-tests/test/com/google/common/collect/LinkedHashMultisetTest.java,140,1,cpovirk,1.0,True,11,5
guava,android/guava-tests/test/com/google/common/collect/LenientSerializableTester.java,77,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/LegacyComparable.java,74,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/collect/InternersTest.java,122,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedQueueTest.java,182,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedNavigableSetTest.java,249,1,cpovirk,1.0,True,26,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedMultimapTest.java,264,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedDequeTest.java,301,1,cpovirk,1.0,True,15,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedBiMapTest.java,158,1,cpovirk,1.0,True,13,5
guava,android/guava-tests/test/com/google/common/collect/SubMapMultimapAsMapImplementsMapTest.java,128,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/SpecialRandom.java,56,1,cpovirk,1.0,True,8,5
guava,android/guava-tests/test/com/google/common/collect/SortedListsTest.java,132,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/RegularImmutableTableTest.java,175,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/ReflectionFreeAssertThrows.java,161,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/QueuesTest.java,356,1,cpovirk,1.0,True,66,5
guava,android/guava-tests/test/com/google/common/collect/PeekingIteratorTest.java,240,1,cpovirk,1.0,True,23,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/TreePrinter.java,184,1,Marc Philipp,1.0,True,3,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/TreeNode.java,105,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/Theme.java,136,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/TestFeedPrintingListener.java,135,1,Marc Philipp,1.0,True,11,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/FlatPrintingListener.java,126,1,Marc Philipp,1.0,True,12,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/output/ColorPalette.java,135,1,Marc Philipp,1.0,True,13,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/StandardStreamsHandler.java,103,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/ListTestEnginesCommand.java,52,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/DiscoveryRequestCreator.java,187,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/DiscoverTestsCommand.java,50,1,Marc Philipp,1.0,True,7,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/CustomContextClassLoaderExecutor.java,55,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/CustomClassLoaderCloseStrategy.java,65,1,Marc Philipp,1.0,True,2,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/ConsoleTestExecutor.java,251,1,Marc Philipp,1.0,True,12,5
junit5,junit-platform-console/src/main/java/org/junit/platform/console/command/CommandFacade.java,56,1,Marc Philipp,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/UnmodifiableMultimapAsMapImplementsMapTest.java,50,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/UnmodifiableListIteratorTest.java,110,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/UnmodifiableIteratorTest.java,62,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/TreeMultisetTest.java,376,1,cpovirk,1.0,True,11,5
guava,android/guava-tests/test/com/google/common/collect/TreeMultimapExplicitTest.java,214,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/TreeBasedTableRowMapTailMapTest.java,54,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/TreeBasedTableRowMapSubMapTest.java,55,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/TreeBasedTableRowMapInterfaceTest.java,76,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/collect/TreeBasedTableRowMapHeadMapTest.java,54,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/collect/TransposedTableTest.java,76,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/collect/TopKSelectorTest.java,121,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/collect/TablesTransformValuesTest.java,93,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/TablesTest.java,86,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/collect/TableCollectorsTest.java,290,1,cpovirk,1.0,True,292,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedTableTest.java,175,1,cpovirk,1.0,True,14,5
guava,android/guava-tests/test/com/google/common/collect/SynchronizedSetTest.java,62,1,cpovirk,1.0,True,139,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/AbstractNotAnnotatedInSuperclassTest.java,61,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/AbstractEventBusTest.java,56,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/eventbus/SubscriberTest.java,147,1,cpovirk,1.0,True,14,5
guava,android/guava-tests/test/com/google/common/eventbus/SubscriberRegistryTest.java,187,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/eventbus/ReentrantEventsTest.java,102,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/eventbus/PackageSanityTests.java,64,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/eventbus/EventBusTest.java,342,1,cpovirk,1.0,True,46,5
guava,android/guava-tests/test/com/google/common/eventbus/DispatcherTest.java,180,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/eventbus/AsyncEventBusTest.java,84,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/escape/UnicodeEscaperTest.java,177,1,cpovirk,1.0,True,31,5
guava,android/guava-tests/test/com/google/common/escape/ReflectionFreeAssertThrows.java,152,1,cpovirk,1.0,True,7,5
guava,android/guava-tests/test/com/google/common/escape/EscapersTest.java,107,1,cpovirk,1.0,True,29,5
guava,android/guava-tests/test/com/google/common/escape/ArrayBasedUnicodeEscaperTest.java,136,1,cpovirk,1.0,True,28,5
guava,android/guava-tests/test/com/google/common/escape/ArrayBasedEscaperMapTest.java,80,1,cpovirk,1.0,True,24,5
guava,android/guava-tests/test/com/google/common/escape/ArrayBasedCharEscaperTest.java,104,1,cpovirk,1.0,True,23,5
guava,android/guava-tests/test/com/google/common/collect/WriteReplaceOverridesTest.java,125,1,cpovirk,1.0,True,5,5
guava,android/guava-tests/test/com/google/common/graph/MapCacheTest.java,95,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/InvalidatableSetTest.java,62,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java,180,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/graph/ImmutableNetworkTest.java,148,1,cpovirk,1.0,True,3,5
guava,android/guava-tests/test/com/google/common/graph/GraphPropertiesTest.java,203,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/GraphMutationTest.java,121,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/GraphEquivalenceTest.java,155,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/EndpointPairTest.java,247,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/graph/ElementOrderTest.java,257,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/DefaultNetworkImplementationsTest.java,248,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/OutsideEventBusTest.java,56,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/NeitherAbstractNorAnnotatedInSuperclassTest.java,76,1,cpovirk,1.0,True,10,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/DeepInterfaceTest.java,153,1,cpovirk,1.0,True,18,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/BaseSubscriberFinderTest.java,53,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/AnnotatedNotAbstractInSuperclassTest.java,118,1,cpovirk,1.0,True,18,5
guava,android/guava-tests/test/com/google/common/eventbus/outside/AnnotatedAndAbstractInSuperclassTest.java,63,1,cpovirk,1.0,True,6,5
guava,android/guava-tests/test/com/google/common/hash/ChecksumHashFunctionTest.java,87,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/hash/AbstractStreamingHasherTest.java,255,1,cpovirk,1.0,True,13,5
guava,android/guava-tests/test/com/google/common/hash/AbstractNonStreamingHashFunctionTest.java,140,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/hash/AbstractByteHasherTest.java,130,1,cpovirk,1.0,True,2,5
guava,android/guava-tests/test/com/google/common/graph/TestUtil.java,104,1,cpovirk,1.0,True,4,5
guava,android/guava-tests/test/com/google/common/graph/StandardMutableUndirectedNetworkTest.java,82,1,cpovirk,1.0,True,2,5
