repo,file_path,lines_of_code,unique_authors_12m,dominant_author,dominant_author_share,bus_factor_single_dev,churn_12m,risk_score
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/invalidjavadocposition/InputInvalidJavadocPositionOnCompactConstructors.java,79,1,Mohit Attry,1.0,True,79,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTagsVisitCountTwo.java,88,1,mahfouz72,1.0,True,14,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTagsVisitCountOne.java,89,1,mahfouz72,1.0,True,22,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTagsTwo.java,87,1,mahfouz72,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTagsOne.java,79,1,mahfouz72,1.0,True,10,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTagsNoViolationTwo.java,82,1,mahfouz72,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTagsNoViolationOne.java,73,1,mahfouz72,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNonTightHtmlTags2.java,82,1,mahfouz72,1.0,True,61,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/abstractjavadoc/InputAbstractJavadocNoWsBeforeDescriptionInJavadocTags.java,107,1,mahfouz72,1.0,True,27,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidWhileIndent.java,81,1,voidCounter,1.0,True,162,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidTryIndent.java,112,1,voidCounter,1.0,True,194,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidSwitchIndent.java,108,1,voidCounter,1.0,True,216,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodNoJavadocProtectedScopePackage.java,83,1,Aryan Sankar,1.0,True,83,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodNoJavadocOnlyPrivateScopePackage.java,83,1,Aryan Sankar,1.0,True,83,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodNoJavadocDefault.java,72,1,Aryan Sankar,1.0,True,69,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodMissingJavadocTagsDefault.java,90,1,smita_1078,1.0,True,4,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodMissingJavadocNoMissingTags.java,87,1,smita_1078,1.0,True,14,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodInheritDoc.java,62,1,smita_1078,1.0,True,6,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodIgnoreThrowsTwo.java,115,1,Aryan Sankar,1.0,True,93,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodIgnoreThrowsOne.java,107,1,Aryan Sankar,1.0,True,107,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodGenerics.java,82,1,smita_1078,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodExtraThrowsTwo.java,62,1,Aryan Sankar,1.0,True,62,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodExtraThrowsOne.java,108,1,Aryan Sankar,1.0,True,52,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodExtendAnnotation.java,56,1,smita_1078,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodAboveComments.java,119,1,mahfouz72,1.0,True,119,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoccontentlocation/InputJavadocContentLocationFirstLine.java,61,1,Maximpaxim,1.0,True,12,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodTags1Three.java,117,1,Aryan Sankar,1.0,True,117,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodTags1One.java,119,1,Aryan Sankar,1.0,True,119,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodScopeAnonInner.java,63,1,smita_1078,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodRecordsAndCompactCtors.java,106,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodRecords2.java,60,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodPublicOnlyTwo.java,74,1,Aryan Sankar,1.0,True,74,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodPublicOnlyOne.java,96,1,Aryan Sankar,1.0,True,57,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodPublicOnly1Two.java,57,1,Aryan Sankar,1.0,True,57,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodPublicOnly1One.java,116,1,Aryan Sankar,1.0,True,53,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodProtectedScopeJavadocTwo.java,85,1,Aryan Sankar,1.0,True,85,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodProtectedScopeJavadocOne.java,56,1,Aryan Sankar,1.0,True,56,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodParamsTags.java,83,1,smita_1078,1.0,True,14,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodPackageClass2.java,120,1,Aryan Sankar,1.0,True,120,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodPackageClass.java,83,1,Aryan Sankar,1.0,True,83,5
mybatis-3,src/main/java/org/apache/ibatis/executor/resultset/PendingConstructorCreation.java,146,1,Iwao AVE!,1.0,True,116,5
mybatis-3,src/main/java/org/apache/ibatis/executor/loader/ResultLoaderMap.java,313,1,Iwao AVE!,1.0,True,4,5
mybatis-3,src/main/java/org/apache/ibatis/executor/loader/ResultLoader.java,109,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/executor/CachingExecutor.java,180,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/datasource/unpooled/UnpooledDataSourceFactory.java,81,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/datasource/unpooled/UnpooledDataSource.java,326,1,Iwao AVE!,1.0,True,5,5
mybatis-3,src/main/java/org/apache/ibatis/datasource/pooled/PooledConnection.java,271,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/datasource/jndi/JndiDataSourceFactory.java,83,1,Jeremy Landis,1.0,True,7,5
mybatis-3,src/main/java/org/apache/ibatis/cache/impl/PerpetualCache.java,91,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/cache/decorators/TransactionalCache.java,135,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/cache/decorators/BlockingCache.java,127,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/cache/TransactionalCacheManager.java,58,1,Iwao AVE!,1.0,True,5,5
mybatis-3,src/main/java/org/apache/ibatis/builder/xml/XMLStatementBuilder.java,241,1,Jeremy Landis,1.0,True,2,5
mybatis-3,src/main/java/org/apache/ibatis/builder/xml/XMLMapperEntityResolver.java,89,1,Jeremy Landis,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctagcontinuationindentation/InputJavadocTagContinuationIndentationDescription.java,76,1,mahfouz72,1.0,True,23,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctagcontinuationindentation/InputJavadocTagContinuationIndentationCheckHtml.java,110,1,Anmol,1.0,True,110,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctagcontinuationindentation/InputJavadocTagContinuationIndentationBlockTag.java,112,1,Mohit Attry,1.0,True,4,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocstyle/InputJavadocStyleScopePublic3.java,116,1,smita_1078,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocstyle/InputJavadocStyleRecordsAndCompactCtors.java,119,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocparagraph/InputJavadocParagraphIncorrectOpenClosedTag2.java,99,1,Anmol,1.0,True,12,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocparagraph/InputJavadocParagraphIncorrectOpenClosedTag.java,91,1,Anmol,1.0,True,16,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocparagraph/InputJavadocParagraphIncorrect5.java,94,1,MedAzizFrigui,1.0,True,11,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocparagraph/InputJavadocParagraphIncorrect.java,116,1,MedAzizFrigui,1.0,True,3,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocpackage/InputJavadocPackageNoJavadoc.java,60,1,Broilzzz,1.0,True,69,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocpackage/InputJavadocPackageClass.java,81,1,Broilzzz,1.0,True,81,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodTypeParamsTags.java,74,1,smita_1078,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodThrowsDetectionTwo.java,88,1,Aryan Sankar,1.0,True,88,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodThrowsDetectionOne.java,96,1,Aryan Sankar,1.0,True,76,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodTags1Two.java,115,1,Aryan Sankar,1.0,True,115,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariablePublicOnly.java,121,1,Konstantinos Koutsilis,1.0,True,18,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableOnPublicInnerClassFields.java,79,1,Konstantinos Koutsilis,1.0,True,46,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableOnInnerClassFields.java,58,1,Konstantinos Koutsilis,1.0,True,36,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableOnIgnoredVariableNames2.java,82,1,kapishyadav,1.0,True,82,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableOnIgnoredVariableNames.java,58,1,kapishyadav,1.0,True,58,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableNoJavadoc5.java,128,1,Konstantinos Koutsilis,1.0,True,78,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableNoJavadoc3.java,128,1,Konstantinos Koutsilis,1.0,True,68,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableInner2.java,81,1,Konstantinos Koutsilis,1.0,True,16,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableInner.java,83,1,Konstantinos Koutsilis,1.0,True,10,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctype/InputJavadocTypeRecords.java,71,1,Amit Kumar Deohoria,1.0,True,14,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctype/InputJavadocTypeRecordParamDescriptionWithAngularTags.java,99,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctype/InputJavadocTypeRecordComponents2.java,81,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctype/InputJavadocTypePublicOnly1Two.java,86,1,Atharv Chavan,1.0,True,86,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctype/InputJavadocTypePublicOnly1.java,57,1,Atharv Chavan,1.0,True,70,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctagcontinuationindentation/InputJavadocTagContinuationIndentationPreTag2.java,118,1,Mohit Attry,1.0,True,118,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeNoJavadoc2One.java,60,1,Harsh-Agrawal96,1.0,True,60,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethod_02.java,57,1,vishakha-mali,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethod_01.java,57,1,vishakha-mali,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodSetterGetter2.java,90,1,vishakha-mali,1.0,True,6,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodScopeAnonInner2.java,67,1,vishakha-mali,1.0,True,6,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodScopeAnonInner.java,67,1,vishakha-mali,1.0,True,12,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodRecordsAndCtorsMinLineCount.java,52,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodRecordsAndCtors.java,52,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodPublicOnly3.java,117,1,vishakha-mali,1.0,True,16,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodPublicOnly2.java,120,1,vishakha-mali,1.0,True,24,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodNoJavadoc3.java,137,1,vishakha-mali,1.0,True,18,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodNoJavadoc2.java,136,1,vishakha-mali,1.0,True,66,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodMissingJavadocTags.java,91,1,vishakha-mali,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadocmethod/InputMissingJavadocMethodAllowedAnnotations.java,57,1,vishakha-mali,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableTags.java,373,1,Konstantinos Koutsilis,1.0,True,12,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariablePublicOnly2.java,121,1,Konstantinos Koutsilis,1.0,True,8,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocIncorrect3.java,119,1,mahfouz72,1.0,True,21,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocHtmlFormat.java,58,1,Tahanima Chowdhury,1.0,True,12,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocCorrect.java,209,1,Tahanima Chowdhury,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/requireemptylinebeforeblocktaggroup/InputRequireEmptyLineBeforeBlockTagGroupIncorrect.java,93,1,mahfouz72,1.0,True,49,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/requireemptylinebeforeblocktaggroup/InputRequireEmptyLineBeforeBlockTagGroupCorrect.java,118,1,mahfouz72,1.0,True,45,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/nonemptyatclausedescription/InputNonEmptyAtclauseDescriptionTwo.java,103,1,mahfouz72,1.0,True,4,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/nonemptyatclausedescription/InputNonEmptyAtclauseDescriptionOne.java,106,1,mahfouz72,1.0,True,15,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeScopeInnerInterfaces2.java,80,1,Harsh-Agrawal96,1.0,True,14,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeScopeInnerInterfaces1.java,80,1,Harsh-Agrawal96,1.0,True,18,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeQualifiedAnnotationWithParameters.java,56,1,Harsh-Agrawal96,1.0,True,6,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypePublicOnly2Two.java,89,1,Harsh-Agrawal96,1.0,True,44,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypePublicOnly1Two.java,89,1,Harsh-Agrawal96,1.0,True,44,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeNoJavadoc3Two.java,83,1,Harsh-Agrawal96,1.0,True,49,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeNoJavadoc3One.java,60,1,Harsh-Agrawal96,1.0,True,60,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/missingjavadoctype/InputMissingJavadocTypeNoJavadoc2Two.java,83,1,Harsh-Agrawal96,1.0,True,49,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/npathcomplexity/InputNPathComplexityPatternMatchingForSwitch.java,105,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/npathcomplexity/InputNPathComplexityCheckSwitchExpression.java,77,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/javancss/InputJavaNCSSRecordsMax.java,167,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/javancss/InputJavaNCSSRecordsAndCompactCtors.java,182,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/cyclomaticcomplexity/InputCyclomaticComplexityWhenSwitchAsSinglePoint.java,59,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/cyclomaticcomplexity/InputCyclomaticComplexitySwitchBlocks6.java,75,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/cyclomaticcomplexity/InputCyclomaticComplexityRecords.java,180,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/classfanoutcomplexity/InputClassFanOutComplexityRecords.java,76,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/classdataabstractioncoupling/InputClassDataAbstractionCouplingRecords.java,89,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/writetag/InputWriteTagRecordsAndCompactCtors.java,69,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocPeriodAtEnd.java,100,1,mahfouz72,1.0,True,18,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocLargeJavadoc.java,68,1,mahfouz72,1.0,True,68,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocInlineReturn.java,89,1,Tahanima Chowdhury,1.0,True,10,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocInlineForbidden.java,130,1,Tahanima Chowdhury,1.0,True,12,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocInlineDefault.java,190,1,Tahanima Chowdhury,1.0,True,38,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/summaryjavadoc/InputSummaryJavadocInlineCorrect.java,223,1,Tahanima Chowdhury,1.0,True,70,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameCheckRecords.java,57,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameCheckRecordPatterns.java,51,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierSealedClasses.java,56,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierRecords.java,56,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierNestedClassInInt.java,54,1,smita_1078,1.0,True,6,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierItTwo.java,59,1,Amit Kumar Deohoria,1.0,True,59,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierItOne.java,119,1,Amit Kumar Deohoria,1.0,True,46,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierFinalUnnamedVariablesWithOldVersion.java,77,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/redundantmodifier/InputRedundantModifierFinalUnnamedVariables.java,86,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/modifierorder/InputModifierOrderTypeAnnotationsOne.java,117,1,Amit Kumar Deohoria,1.0,True,19,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/modifierorder/InputModifierOrderSealedAndNonSealed.java,65,1,Amit Kumar Deohoria,1.0,True,25,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/modifierorder/InputModifierOrderItTwo.java,60,1,Amit Kumar Deohoria,1.0,True,60,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/modifierorder/InputModifierOrderItOne.java,117,1,Amit Kumar Deohoria,1.0,True,46,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/modifier/interfacememberimpliedmodifier/InputInterfaceMemberImpliedModifierSealedClasses.java,62,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/npathcomplexity/InputNPathComplexityWhenExpression.java,91,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/metrics/npathcomplexity/InputNPathComplexityRecords.java,54,1,Amit Kumar Deohoria,1.0,True,2,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameType5.java,109,1,Vinisha Wagh,1.0,True,25,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameType4.java,108,1,Vinisha Wagh,1.0,True,25,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameType3.java,108,1,Vinisha Wagh,1.0,True,25,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameType2.java,108,1,Vinisha Wagh,1.0,True,25,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameType.java,110,1,Vinisha Wagh,1.0,True,25,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameNoIgnorePart2.java,55,1,Vinisha Wagh,1.0,True,55,5
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/abbreviationaswordinname/InputAbbreviationAsWordInNameNoIgnore.java,112,1,Vinisha Wagh,1.0,True,38,5
