project_key,file_path,sonar_complexity,sonar_ncloc,sonar_cognitive_complexity,sonar_comment_lines_density,sonar_reliability_rating,sonar_security_rating,sonar_sqale_rating,sonar_sqale_index,sonar_violations,sonar_code_smells,sonar_bugs,sonar_vulnerabilities,sonar_duplicated_blocks,sonar_duplicated_lines_density,sonar_test_success_density,repo,analysis_date_utc,repo_head_sha,sonar_host_url,sonar_project_key
RxJava,config/checkstyle/checkstyle.xml,,22,,4.3,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,config/checkstyle/suppressions.xml,,9,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,gradle/stylesheet.css,,532,,5.8,1.0,1.0,1.0,11,3,3,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,pmd.xml,,222,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,29,185,,1.6,1.0,1.0,2.0,315,27,27,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/BlockingGetPerf.java,8,52,,0.0,1.0,1.0,1.0,,,,,,1,21.2,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/BlockingPerf.java,5,39,,0.0,1.0,1.0,1.0,,,,,,1,27.7,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/CallableAsyncPerf.java,17,115,,3.4,1.0,1.0,1.0,5,1,1,,,2,57.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/EachTypeFlatMapPerf.java,14,92,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/FlatMapJustPerf.java,5,42,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/FlattenCrossMapPerf.java,5,46,,0.0,1.0,1.0,1.0,,,,,,1,31.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/FlattenJustPerf.java,5,44,,0.0,1.0,1.0,1.0,30,2,2,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/FlattenRangePerf.java,5,44,,0.0,1.0,1.0,1.0,,,,,,1,32.9,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/FlowableFlatMapCompletableAsyncPerf.java,4,44,,2.2,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/FlowableFlatMapCompletableSyncPerf.java,3,37,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/InputWithIncrementingInteger.java,14,79,1,1.3,1.0,1.0,1.0,55,7,7,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,16,109,,3.5,1.0,1.0,1.0,,,,,,2,59.2,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/LatchedSingleObserver.java,4,25,,0.0,1.0,1.0,1.0,5,1,1,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/MemoryPerf.java,71,406,2,1.5,3.0,1.0,1.0,558,73,72,1,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/ObservableFlatMapPerf.java,3,37,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/OperatorFlatMapPerf.java,9,53,4,15.9,1.0,1.0,1.0,10,2,2,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,27,133,25,3.6,1.0,1.0,1.0,30,6,6,,,2,17.6,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PerfAsyncConsumer.java,10,51,6,7.3,3.0,1.0,1.0,30,4,3,1,,1,19.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PerfBoundedSubscriber.java,5,29,,3.3,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PerfConsumer.java,7,34,,2.9,1.0,1.0,1.0,5,1,1,,,2,48.4,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PerfInteropConsumer.java,7,34,,5.6,1.0,1.0,1.0,5,1,1,,,2,47.6,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PerfObserver.java,5,28,,0.0,1.0,1.0,1.0,5,1,1,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PerfSubscriber.java,5,27,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,16,74,6,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/RangePerf.java,8,49,8,3.9,1.0,1.0,1.0,10,2,2,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/ReducePerf.java,6,49,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,11,78,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/StrictPerf.java,13,83,,0.0,1.0,1.0,1.0,,,,,,2,38.3,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/TakeUntilPerf.java,12,64,6,0.0,3.0,1.0,1.0,42,9,8,1,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/ToFlowablePerf.java,11,75,3,0.0,2.0,1.0,1.0,10,2,1,1,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/core/XMapYPerf.java,61,356,,2.5,1.0,1.0,1.0,345,23,23,,,2,12.0,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,9,77,,0.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapCompletablePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,4,48.8,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybeEmptyPerf.java,7,57,,0.0,1.0,1.0,1.0,15,3,3,,,2,19.8,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,5,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapSinglePerf.java,7,57,,0.0,1.0,1.0,1.0,15,3,3,,,5,51.2,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapCompletablePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,4,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybeEmptyPerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,5,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,5,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapSinglePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,6,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapCompletablePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,4,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,5,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,5,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapSinglePerf.java,7,57,,0.0,1.0,1.0,1.0,10,2,2,,,6,53.5,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapCompletablePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,4,49.4,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybeEmptyPerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,2,20.0,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapSinglePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapCompletablePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,4,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybeEmptyPerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapSinglePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapCompletablePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,4,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapSinglePerf.java,7,56,,0.0,1.0,1.0,1.0,,,,,,5,54.1,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/BackpressureKind.java,0,9,,55.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/BackpressureSupport.java,0,8,,33.3,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/Beta.java,0,3,,40.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/CheckReturnValue.java,0,7,,30.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/Experimental.java,0,3,,40.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/NonNull.java,0,8,,11.1,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/Nullable.java,0,8,,11.1,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/SchedulerSupport.java,0,16,,60.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/annotations/package-info.java,0,1,,75.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/BackpressureOverflowStrategy.java,0,6,,45.5,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/BackpressureStrategy.java,0,8,,55.6,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/Completable.java,140,986,14,67.4,1.0,1.0,1.0,186,14,14,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableConverter.java,0,6,,57.1,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableEmitter.java,0,12,,81.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableObserver.java,0,8,,81.4,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableOnSubscribe.java,0,6,,50.0,1.0,1.0,3.0,20,1,1,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableOperator.java,0,7,,41.7,1.0,1.0,2.0,20,1,1,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableSource.java,0,6,,50.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableTransformer.java,0,7,,41.7,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/Emitter.java,0,7,,65.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/Flowable.java,604,4882,75,73.9,1.0,1.0,1.0,1247,57,57,,,9,2.2,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableConverter.java,0,6,,60.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableEmitter.java,0,13,,81.4,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableOnSubscribe.java,0,6,,53.8,1.0,1.0,3.0,20,1,1,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableOperator.java,0,8,,46.7,1.0,1.0,3.0,40,3,3,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableSubscriber.java,0,7,,65.0,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableTransformer.java,0,8,,46.7,1.0,1.0,2.0,20,2,2,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/Maybe.java,214,1672,16,70.2,1.0,1.0,1.0,494,30,30,,,13,8.8,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeConverter.java,0,7,,56.3,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeEmitter.java,0,13,,81.4,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeObserver.java,0,9,,85.2,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeOnSubscribe.java,0,6,,53.8,1.0,1.0,3.0,20,1,1,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeOperator.java,0,7,,50.0,1.0,1.0,3.0,40,3,3,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeSource.java,0,6,,62.5,1.0,1.0,1.0,,,,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeTransformer.java,0,7,,50.0,1.0,1.0,2.0,20,2,2,,,,,,RxJava,2026-01-06T01:51:02.085411+00:00,cba8b1a124c9ccdcc906e4fb320fce5e454d3fa8,http://localhost:9000,RxJava
