project_key,file_path,sonar_complexity,sonar_ncloc,sonar_cognitive_complexity,sonar_comment_lines_density,sonar_reliability_rating,sonar_security_rating,sonar_sqale_rating,sonar_sqale_index,sonar_violations,sonar_code_smells,sonar_bugs,sonar_vulnerabilities,sonar_duplicated_blocks,sonar_duplicated_lines_density,sonar_test_success_density,repo,analysis_date_utc,repo_head_sha,sonar_host_url,sonar_project_key
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/FuzzyEnumModuleTest.java,22,152,,0.7,1.0,1.0,1.0,14,3,3,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/GuavaExtrasModuleTest.java,6,42,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/ImplA.java,0,5,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/ImplB.java,0,5,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/Issue1627.java,3,26,,3.7,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/JacksonDeserializationOfBigNumbersToDurationTest.java,16,80,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/JacksonDeserializationOfBigNumbersToInstantTest.java,15,76,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/JacksonTest.java,5,48,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/ParanamerModuleTest.java,3,31,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jackson/src/test/java/io/dropwizard/jackson/Person.java,3,15,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/pom.xml,,114,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/main/java/io/dropwizard/jdbi3/JdbiFactory.java,9,60,1,41.7,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/main/java/io/dropwizard/jdbi3/JdbiHealthCheck.java,6,38,3,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/main/java/io/dropwizard/jdbi3/NamePrependingTemplateEngine.java,4,29,2,9.4,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/main/java/io/dropwizard/jdbi3/bundles/JdbiExceptionsBundle.java,1,13,,13.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/main/java/io/dropwizard/jdbi3/jersey/LoggingJdbiExceptionMapper.java,5,28,4,9.7,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/main/java/io/dropwizard/jdbi3/jersey/LoggingSQLExceptionMapper.java,4,23,1,11.5,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/GameDao.java,0,35,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/JdbiFactoryTest.java,1,54,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/JdbiHealthCheckTest.java,9,77,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/JdbiTest.java,18,122,2,0.0,1.0,1.0,1.0,18,2,2,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/NamePrependingTemplateEngineTest.java,3,46,,0.0,1.0,1.0,1.0,5,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/bundles/JdbiExceptionsBundleTest.java,1,22,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/jersey/LoggingJdbiExceptionMapperTest.java,2,32,,0.0,1.0,1.0,1.0,10,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jdbi3/src/test/java/io/dropwizard/jdbi3/jersey/LoggingSQLExceptionMapperTest.java,1,18,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/pom.xml,,234,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/DefaultValueUtils.java,5,19,6,17.4,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/DropwizardResourceConfig.java,57,287,41,5.6,1.0,1.0,1.0,45,3,3,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/PATCH.java,0,10,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/caching/CacheControl.java,0,25,,83.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/caching/CacheControlledResponseFeature.java,7,62,4,1.6,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/errors/EarlyEofExceptionMapper.java,1,16,,20.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/errors/EofExceptionWriterInterceptor.java,2,32,1,11.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/errors/ErrorEntityWriter.java,4,51,,12.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/errors/ErrorMessage.java,14,63,4,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/errors/IllegalStateExceptionMapper.java,4,32,1,15.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/errors/LoggingExceptionMapper.java,10,61,5,10.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/filter/AllowedMethodsFilter.java,5,43,2,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/filter/CharsetUtf8Filter.java,3,26,2,7.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/filter/RequestIdFilter.java,5,45,,21.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/filter/RuntimeFilter.java,4,35,1,10.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/guava/OptionalMessageBodyWriter.java,4,54,1,1.8,1.0,1.0,1.0,,,,,,1,45.5,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/guava/OptionalParamBinder.java,1,10,,9.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/guava/OptionalParamConverterProvider.java,13,59,16,1.7,1.0,1.0,1.0,6,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/gzip/ConfiguredGZipEncoder.java,9,34,5,15.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/gzip/GZipDecoder.java,5,25,4,19.4,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jackson/JacksonFeature.java,2,17,,10.5,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jackson/JacksonMessageBodyProvider.java,8,36,3,10.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jackson/JsonProcessingExceptionMapper.java,7,38,3,7.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/InstantParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/InstantSecondParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/LocalDateParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/LocalDateTimeParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/LocalTimeParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/OffsetDateTimeParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/YearMonthParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/YearParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/ZoneIdParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/jsr310/ZonedDateTimeParam.java,2,13,,18.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/EmptyOptionalException.java,1,6,,33.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/EmptyOptionalExceptionMapper.java,1,9,,18.2,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/EmptyOptionalNoContentExceptionMapper.java,1,10,,23.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/OptionalDoubleMessageBodyWriter.java,4,35,,2.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/OptionalIntMessageBodyWriter.java,4,35,,2.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/OptionalLongMessageBodyWriter.java,4,35,,2.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/optional/OptionalMessageBodyWriter.java,5,50,1,2.0,1.0,1.0,1.0,,,,,,1,47.6,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/AbstractParam.java,16,77,6,35.8,1.0,1.0,1.0,55,4,4,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/AbstractParamConverter.java,8,44,9,15.4,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/AbstractParamConverterProvider.java,2,27,3,20.6,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/IntParam.java,4,19,,13.6,1.0,1.0,1.0,10,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/LongParam.java,4,19,,13.6,1.0,1.0,1.0,10,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/NonEmptyStringParam.java,4,15,,21.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/params/UUIDParam.java,6,23,2,30.3,1.0,1.0,1.0,10,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/sessions/Flash.java,4,22,1,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/sessions/FlashFactory.java,4,24,2,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/sessions/HttpSessionFactory.java,3,19,1,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/sessions/Session.java,0,12,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/sessions/SessionFactoryProvider.java,8,46,4,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/setup/JerseyContainerHolder.java,3,17,,0.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/setup/JerseyEnvironment.java,16,61,3,25.6,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/setup/JerseyServletContainer.java,2,11,,31.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/ConstraintMessage.java,39,149,34,11.8,1.0,1.0,1.0,5,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/DropwizardConfiguredValidator.java,21,104,18,10.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/FuzzyEnumParamConverter.java,9,73,13,9.9,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/FuzzyEnumParamConverterProvider.java,2,26,1,16.1,1.0,1.0,1.0,15,1,1,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/HibernateValidationBinder.java,2,14,,6.7,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/JerseyParameterNameProvider.java,11,49,10,9.3,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/JerseyViolationException.java,2,16,,11.1,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/JerseyViolationExceptionMapper.java,2,28,,3.4,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/MutableValidatorFactory.java,3,17,,10.5,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/NonEmptyStringParamValueExtractor.java,3,16,1,20.0,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
dropwizard,dropwizard-jersey/src/main/java/io/dropwizard/jersey/validation/ParamValueExtractor.java,3,16,1,15.8,1.0,1.0,1.0,,,,,,,,,dropwizard,2026-01-06T01:56:14.713802+00:00,19c8cda97bde3939f0bd7c7b6b2f17d72702856b,http://localhost:9000,dropwizard
